2023-11-24 14:50:59,702 |kJoinPool-1-worker-6 |ModelServiceReader            |I| Loaded [15] Services from file:/D:/ofbiz/ofbiz-framework/applications/order/servicedef/services_cart.xml
2023-11-24 14:50:59,776 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [11] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_verisign.xml
2023-11-24 14:50:59,781 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [1] Services from file:/D:/ofbiz/ofbiz-framework/applications/order/servicedef/services_perm.xml
2023-11-24 14:50:59,783 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [24] Services from file:/D:/ofbiz/ofbiz-framework/plugins/bi/servicedef/services.xml
2023-11-24 14:50:59,794 |kJoinPool-1-worker-8 |ModelServiceReader            |I| Loaded [3] Services from file:/D:/ofbiz/ofbiz-framework/applications/marketing/servicedef/services_contact.xml
2023-11-24 14:50:59,798 |kJoinPool-1-worker-5 |ModelServiceReader            |I| Loaded [13] Services from file:/D:/ofbiz/ofbiz-framework/plugins/ebay/servicedef/services.xml
2023-11-24 14:50:59,801 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [5] Services from file:/D:/ofbiz/ofbiz-framework/plugins/firstdatapaymentgateway/servicedef/services.xml
2023-11-24 14:50:59,808 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [22] Services from file:/D:/ofbiz/ofbiz-framework/plugins/example/servicedef/services.xml
2023-11-24 14:50:59,810 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [3] Services from file:/D:/ofbiz/ofbiz-framework/plugins/ofbizDemo/servicedef/services.xml
2023-11-24 14:50:59,811 |kJoinPool-1-worker-3 |ModelService                  |W| DEPRECATED: the service addPriceRuleToMarketingCampaign has been deprecated and replaced by createMarketingCampaignPrice, since Release 18.12 because '
            Renaming service to respect service name best practice
        '
2023-11-24 14:50:59,811 |kJoinPool-1-worker-3 |ModelService                  |W| DEPRECATED: the service removePriceRuleFromMarketingCampaign has been deprecated and replaced by deleteMarketingCampaignPrice, since Release 18.12 because '
                Renaming service to respect service name best practice
            '
2023-11-24 14:50:59,812 |kJoinPool-1-worker-3 |ModelService                  |W| DEPRECATED: the service addPromoToMarketingCampaign has been deprecated and replaced by createMarketingCampaignPromo, since Release 18.12 because '
            Renaming service to respect service name best practice
        '
2023-11-24 14:50:59,813 |kJoinPool-1-worker-3 |ModelService                  |W| DEPRECATED: the service removePromoFromMarketingCampaign has been deprecated and replaced by deleteMarketingCampaignPromo, since Release 18.12 because '
            Renaming service to respect service name best practice
        '
2023-11-24 14:50:59,817 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [7] Services from file:/D:/ofbiz/ofbiz-framework/plugins/lucene/servicedef/services.xml
2023-11-24 14:50:59,820 |kJoinPool-1-worker-8 |ModelServiceReader            |I| Loaded [1] Services from file:/D:/ofbiz/ofbiz-framework/plugins/msggateway/servicedef/services.xml
2023-11-24 14:50:59,821 |kJoinPool-1-worker-5 |ModelServiceReader            |I| Loaded [2] Services from file:/D:/ofbiz/ofbiz-framework/plugins/myportal/servicedef/services.xml
2023-11-24 14:50:59,823 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [79] Services from file:/D:/ofbiz/ofbiz-framework/applications/marketing/servicedef/services.xml
2023-11-24 14:50:59,828 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [1] Services from file:/D:/ofbiz/ofbiz-framework/plugins/onlineexam/servicedef/services.xml
2023-11-24 14:50:59,828 |kJoinPool-1-worker-8 |ModelServiceReader            |I| Loaded [1] Services from file:/D:/ofbiz/ofbiz-framework/plugins/rest-api/servicedef/services.xml
2023-11-24 14:50:59,836 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [2] Services from file:/D:/ofbiz/ofbiz-framework/plugins/prashuDemo/servicedef/services.xml
2023-11-24 14:50:59,838 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [10] Services from file:/D:/ofbiz/ofbiz-framework/plugins/scrum/servicedef/permissionServices.xml
2023-11-24 14:50:59,842 |kJoinPool-1-worker-8 |ModelServiceReader            |I| Loaded [9] Services from file:/D:/ofbiz/ofbiz-framework/plugins/solr/servicedef/solrservices.xml
2023-11-24 14:50:59,846 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [1] Services from file:/D:/ofbiz/ofbiz-framework/plugins/webpos/servicedef/services_customer.xml
2023-11-24 14:50:59,847 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [10] Services from file:/D:/ofbiz/ofbiz-framework/plugins/webpos/servicedef/services_cart.xml
2023-11-24 14:50:59,857 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [23] Services from file:/D:/ofbiz/ofbiz-framework/plugins/projectmgr/servicedef/services.xml
2023-11-24 14:50:59,859 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [7] Services from file:/D:/ofbiz/ofbiz-framework/plugins/webpos/servicedef/services_payment.xml
2023-11-24 14:50:59,862 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [6] Services from file:/D:/ofbiz/ofbiz-framework/plugins/webpos/servicedef/services_manager.xml
2023-11-24 14:50:59,864 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [1] Services from file:/D:/ofbiz/ofbiz-framework/plugins/webpos/servicedef/services_promo.xml
2023-11-24 14:50:59,867 |kJoinPool-1-worker-7 |ModelServiceReader            |I| Loaded [6] Services from file:/D:/ofbiz/ofbiz-framework/applications/commonext/servicedef/services.xml
2023-11-24 14:50:59,871 |kJoinPool-1-worker-8 |ModelServiceReader            |I| Loaded [2] Services from file:/D:/ofbiz/ofbiz-framework/plugins/webpos/servicedef/services_search.xml
2023-11-24 14:50:59,875 |kJoinPool-1-worker-5 |ModelServiceReader            |I| Loaded [25] Services from file:/D:/ofbiz/ofbiz-framework/plugins/scrum/servicedef/services.xml
2023-11-24 14:50:59,879 |kJoinPool-1-worker-6 |ModelServiceReader            |I| Loaded [25] Services from file:/D:/ofbiz/ofbiz-framework/applications/marketing/servicedef/services_opportunity.xml
2023-11-24 14:50:59,881 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [2] Services from file:/D:/ofbiz/ofbiz-framework/plugins/webpos/servicedef/services.xml
2023-11-24 14:50:59,891 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [3] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/framework/common/servicedef/secas_test.xml
2023-11-24 14:50:59,892 |main                 |EntitySaxReader               |I| Finished 107 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/CommonTypeData.xml
2023-11-24 14:50:59,892 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/CurrencyData.xml
2023-11-24 14:50:59,897 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:50:59,900 |kJoinPool-1-worker-6 |ServiceEcaUtil                |I| Loaded [0] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/framework/common/servicedef/secas_cdyne.xml
2023-11-24 14:50:59,900 |kJoinPool-1-worker-8 |ServiceEcaUtil                |I| Loaded [25] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/applications/party/servicedef/secas.xml
2023-11-24 14:50:59,903 |kJoinPool-1-worker-3 |ServiceEcaUtil                |I| Loaded [29] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/applications/product/servicedef/secas_shipment.xml
2023-11-24 14:50:59,906 |kJoinPool-1-worker-7 |ServiceEcaUtil                |I| Loaded [25] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/applications/content/servicedef/secas.xml
2023-11-24 14:50:59,907 |kJoinPool-1-worker-1 |ServiceEcaUtil                |I| Loaded [4] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/applications/manufacturing/servicedef/secas.xml
2023-11-24 14:50:59,912 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [26] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/applications/product/servicedef/secas.xml
2023-11-24 14:50:59,913 |kJoinPool-1-worker-5 |ServiceEcaUtil                |I| Loaded [3] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/framework/service/servicedef/secas_test_se.xml
2023-11-24 14:50:59,916 |kJoinPool-1-worker-4 |ServiceEcaUtil                |I| Loaded [14] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/applications/workeffort/servicedef/secas.xml
2023-11-24 14:50:59,918 |kJoinPool-1-worker-6 |ServiceEcaUtil                |I| Loaded [27] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/secas.xml
2023-11-24 14:50:59,918 |kJoinPool-1-worker-7 |ServiceEcaUtil                |I| Loaded [6] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/secas_invoice.xml
2023-11-24 14:50:59,923 |kJoinPool-1-worker-1 |ServiceEcaUtil                |I| Loaded [108] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/applications/order/servicedef/secas.xml
2023-11-24 14:50:59,923 |kJoinPool-1-worker-3 |ServiceEcaUtil                |I| Loaded [25] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/secas_ledger.xml
2023-11-24 14:50:59,926 |kJoinPool-1-worker-8 |ServiceEcaUtil                |I| Loaded [8] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/secas_payment.xml
2023-11-24 14:50:59,926 |kJoinPool-1-worker-4 |ServiceEcaUtil                |I| Loaded [5] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/plugins/assetmaint/servicedef/secas.xml
2023-11-24 14:50:59,929 |kJoinPool-1-worker-1 |ServiceEcaUtil                |I| Loaded [3] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/plugins/example/servicedef/secas.xml
2023-11-24 14:50:59,935 |kJoinPool-1-worker-3 |ServiceEcaUtil                |I| Loaded [9] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/plugins/scrum/servicedef/secas.xml
2023-11-24 14:50:59,935 |kJoinPool-1-worker-8 |ServiceEcaUtil                |I| Loaded [0] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/plugins/solr/servicedef/secas.xml
2023-11-24 14:50:59,937 |kJoinPool-1-worker-5 |ServiceEcaUtil                |I| Loaded [0] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/applications/commonext/servicedef/secas.xml
2023-11-24 14:50:59,939 |kJoinPool-1-worker-7 |ServiceEcaUtil                |I| Loaded [5] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/plugins/bi/servicedef/secas.xml
2023-11-24 14:50:59,942 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [10] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/applications/marketing/servicedef/secas.xml
2023-11-24 14:50:59,945 |kJoinPool-1-worker-6 |ServiceEcaUtil                |I| Loaded [1] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/plugins/ebay/servicedef/secas.xml
2023-11-24 14:50:59,947 |OFBiz-batch-1        |ServiceDispatcher             |I| Registering dispatcher: entity-default
2023-11-24 14:50:59,947 |OFBiz-batch-1        |ServiceContainer              |I| Created new dispatcher: entity-default
2023-11-24 14:51:00,019 |main                 |EntitySaxReader               |I| Finished 149 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/CurrencyData.xml
2023-11-24 14:51:00,020 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/CountryCodeData.xml
2023-11-24 14:51:00,023 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:00,405 |main                 |EntitySaxReader               |I| Finished 737 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/CountryCodeData.xml
2023-11-24 14:51:00,406 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData.xml
2023-11-24 14:51:00,409 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:00,560 |main                 |EntitySaxReader               |I| Finished 335 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData.xml
2023-11-24 14:51:00,560 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_AU.xml
2023-11-24 14:51:00,564 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:00,570 |main                 |EntitySaxReader               |I| Finished 16 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_AU.xml
2023-11-24 14:51:00,570 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_BG.xml
2023-11-24 14:51:00,573 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:00,594 |main                 |EntitySaxReader               |I| Finished 56 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_BG.xml
2023-11-24 14:51:00,594 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_BR.xml
2023-11-24 14:51:00,600 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:00,620 |main                 |EntitySaxReader               |I| Finished 53 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_BR.xml
2023-11-24 14:51:00,620 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_CA.xml
2023-11-24 14:51:00,623 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:00,633 |main                 |EntitySaxReader               |I| Finished 26 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_CA.xml
2023-11-24 14:51:00,633 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_CH.xml
2023-11-24 14:51:00,636 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:00,653 |main                 |EntitySaxReader               |I| Finished 52 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_CH.xml
2023-11-24 14:51:00,654 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_CN.xml
2023-11-24 14:51:00,672 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:00,696 |main                 |EntitySaxReader               |I| Finished 68 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_CN.xml
2023-11-24 14:51:00,697 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_CO.xml
2023-11-24 14:51:00,699 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:00,720 |main                 |EntitySaxReader               |I| Finished 66 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_CO.xml
2023-11-24 14:51:00,721 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_CR.xml
2023-11-24 14:51:00,724 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:00,731 |main                 |EntitySaxReader               |I| Finished 14 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_CR.xml
2023-11-24 14:51:00,731 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_DE.xml
2023-11-24 14:51:00,734 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:00,748 |main                 |EntitySaxReader               |I| Finished 32 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_DE.xml
2023-11-24 14:51:00,748 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_ES.xml
2023-11-24 14:51:00,751 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:00,801 |main                 |EntitySaxReader               |I| Finished 138 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_ES.xml
2023-11-24 14:51:00,801 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_FR.xml
2023-11-24 14:51:00,805 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:00,950 |main                 |EntitySaxReader               |I| Finished 444 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_FR.xml
2023-11-24 14:51:00,951 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_GT.xml
2023-11-24 14:51:00,954 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:00,972 |main                 |EntitySaxReader               |I| Finished 44 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_GT.xml
2023-11-24 14:51:00,973 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_HN.xml
2023-11-24 14:51:00,976 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:00,990 |main                 |EntitySaxReader               |I| Finished 36 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_HN.xml
2023-11-24 14:51:00,990 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_IE.xml
2023-11-24 14:51:00,994 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:01,012 |main                 |EntitySaxReader               |I| Finished 52 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_IE.xml
2023-11-24 14:51:01,012 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_IL.xml
2023-11-24 14:51:01,016 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:01,020 |main                 |EntitySaxReader               |I| Finished 12 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_IL.xml
2023-11-24 14:51:01,022 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_IN.xml
2023-11-24 14:51:01,025 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:01,053 |main                 |EntitySaxReader               |I| Finished 72 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_IN.xml
2023-11-24 14:51:01,053 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_IT.xml
2023-11-24 14:51:01,058 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:01,118 |main                 |EntitySaxReader               |I| Finished 220 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_IT.xml
2023-11-24 14:51:01,118 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_JP.xml
2023-11-24 14:51:01,121 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:01,144 |main                 |EntitySaxReader               |I| Finished 94 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_JP.xml
2023-11-24 14:51:01,145 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_MX.xml
2023-11-24 14:51:01,147 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:01,165 |main                 |EntitySaxReader               |I| Finished 67 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_MX.xml
2023-11-24 14:51:01,166 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_MY.xml
2023-11-24 14:51:01,168 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:01,175 |main                 |EntitySaxReader               |I| Finished 32 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_MY.xml
2023-11-24 14:51:01,175 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_NI.xml
2023-11-24 14:51:01,177 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:01,184 |main                 |EntitySaxReader               |I| Finished 34 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_NI.xml
2023-11-24 14:51:01,184 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_NL.xml
2023-11-24 14:51:01,186 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:01,192 |main                 |EntitySaxReader               |I| Finished 26 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_NL.xml
2023-11-24 14:51:01,192 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_NZ.xml
2023-11-24 14:51:01,194 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:01,201 |main                 |EntitySaxReader               |I| Finished 34 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_NZ.xml
2023-11-24 14:51:01,201 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_PL.xml
2023-11-24 14:51:01,204 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:01,211 |main                 |EntitySaxReader               |I| Finished 32 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_PL.xml
2023-11-24 14:51:01,212 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_SV.xml
2023-11-24 14:51:01,215 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:01,222 |main                 |EntitySaxReader               |I| Finished 28 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_SV.xml
2023-11-24 14:51:01,222 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_TH.xml
2023-11-24 14:51:01,224 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:01,257 |main                 |EntitySaxReader               |I| Finished 154 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_TH.xml
2023-11-24 14:51:01,257 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_UK.xml
2023-11-24 14:51:01,259 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
2023-11-24 14:51:01,307 |main                 |EntitySaxReader               |I| Finished 184 values from file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_UK.xml
2023-11-24 14:51:01,307 |main                 |EntitySaxReader               |I| Beginning import from URL: file:/D:/ofbiz/ofbiz-framework/framework/common/data/GeoData_US.xml
2023-11-24 14:51:01,309 |main                 |EntitySaxReader               |I| Transaction Timeout set to 2 hours (7200 seconds)
